App,Category,Installs_category,Rating,Mean_App_Sentiment,Reviews,Size_in_MB,Type,Price,Content_Rating,Genres,Last_Updated,Android_Ver
AG test,TOOLS,Low,,,3,18.0,Free,0.0,Everyone,Tools,2017-10-18,4.1 and up
AH Alarm Panel,TOOLS,Low,,,7,0.08,Paid,4.99,Everyone,Tools,2011-05-12,1.5 and up
AH Connect (Adventist Health),HEALTH_AND_FITNESS,Low,,,5,59.0,Free,0.0,Everyone,Health & Fitness,2018-01-23,4.4 and up
AH Kollection for KLWP,PERSONALIZATION,More than moderate,,,644,59.0,Free,0.0,Everyone,Personalization,2017-04-30,4.4 and up
AH Lake Villa,MEDICAL,Low,,,3,27.0,Free,0.0,Everyone,Medical,2017-04-22,4.0.3 and up
AH of Rocky Hill,MEDICAL,Low,,,0,29.0,Free,0.0,Everyone,Medical,2017-11-24,4.0.3 and up
AH! Soundboard,FAMILY,Low,,,11,2.0,Free,0.0,Everyone,Entertainment,2017-09-21,4.1 and up
AH-1 Viper Cobra Ops - helicopter flight simulator,GAME,More than moderate,,,1088,86.0,Free,0.0,Teen,Action,2018-02-16,4.3 and up
AI Benchmark,TOOLS,Moderate,,,97,99.0,Free,0.0,Everyone,Tools,2018-06-29,4.1 and up
AI Draw | Art Filter for Selfie,PHOTOGRAPHY,Low,,,20,4.3,Paid,2.99,Everyone,Photography,2018-06-18,5.0 and up
AI Face Beauty Analysis - IntelliFace (Free),BEAUTY,Moderate,,,40,13.0,Free,0.0,Everyone,Beauty,2018-04-11,4.1 and up
AI Image Recognizer (beta),PHOTOGRAPHY,Low,,,0,3.7,Free,0.0,Everyone,Photography,2017-09-13,4.0 and up
AI Sight,PRODUCTIVITY,Low,,,43,48.0,Free,0.0,Everyone,Productivity,2018-06-18,4.0.3 and up
AI Today : Artificial Intelligence News & AI 101,NEWS_AND_MAGAZINES,Low,,,43,2.3,Free,0.0,Everyone,News & Magazines,2018-06-22,4.4 and up
AI with Python Tutorial,FAMILY,Moderate,,,8,3.3,Free,0.0,Everyone,Education,2018-06-05,4.1 and up
AJ AUTO,AUTO_AND_VEHICLES,Very low,,,0,7.7,Free,0.0,Everyone,Auto & Vehicles,2017-02-27,4.0.3 and up
AJ Academy: Amazing Animals,FAMILY,More than moderate,,,1564,35.0,Free,0.0,Everyone,Educational;Education,2018-05-25,4.1 and up
AJ Bell Youinvest,FINANCE,Moderate,,,135,5.3,Free,0.0,Everyone,Finance,2018-06-04,4.4 and up
AJ Blue Icon Pack,PERSONALIZATION,Low,,,4,31.0,Paid,0.99,Everyone,Personalization,2018-04-27,4.1 and up
AJ Cam,PHOTOGRAPHY,Low,,,44,2.8,Free,0.0,Everyone,Photography,2018-01-23,4.1 and up
AJ Concept Group App,HOUSE_AND_HOME,Very low,,,0,17.0,Free,0.0,Everyone,House & Home,2017-07-25,4.0.3 and up
AJ Gray Dark Icon Pack,PERSONALIZATION,Very low,,,2,35.0,Paid,0.99,Everyone,Personalization,2018-04-29,4.1 and up
AJ Gray Icon Pack,PERSONALIZATION,Low,,,5,35.0,Paid,0.99,Everyone,Personalization,2018-04-22,4.1 and up
AJ Jump: Animal Jam Kangaroos!,GAME,More than moderate,,,2975,42.0,Paid,1.99,Everyone,Arcade,2016-03-07,4.0 and up
AJ Men's Grooming,LIFESTYLE,Low,,,2,22.0,Free,0.0,Everyone,Lifestyle,2017-08-28,4.1 and up
AJ Nails Supply,SHOPPING,Low,,,1,6.6,Free,0.0,Everyone,Shopping,2016-08-15,2.3.3 and up
AJ Official,FAMILY,Low,,,31,7.3,Free,0.0,Everyone,Education,2017-05-03,2.3 and up
AJ Orange Icon Pack,PERSONALIZATION,Very low,,,0,30.0,Paid,0.99,Everyone,Personalization,2018-05-02,4.1 and up
AJ Percent Off Calculator,SHOPPING,Moderate,,,134,0.04,Free,0.0,Everyone,Shopping,2013-06-04,2.2 and up
AJ Player,VIDEO_PLAYERS,Low,,,18,1.7,Free,0.0,Everyone,Video Players & Editors,2018-04-22,5.0 and up
AJ RETAILS,SHOPPING,Very low,,,9,0.17,Free,0.0,Everyone,Shopping,2018-06-01,2.2 and up
AJ Rafael Music Lessons,FAMILY,Very low,,,1,8.2,Free,0.0,Everyone,Entertainment,2017-11-29,4.1 and up
AJ Rafael Music Lyrics,FAMILY,Low,,,0,8.4,Free,0.0,Everyone 10+,Entertainment,2018-01-03,4.0.3 and up
AJ Reminders,MAPS_AND_NAVIGATION,Very low,,,0,3.2,Free,0.0,Everyone,Maps & Navigation,2018-01-27,4.2 and up
AJ Styles HD Wallpapers,ART_AND_DESIGN,Moderate,,,48,25.0,Free,0.0,Everyone,Art & Design,2018-08-04,4.1 and up
AJ Styles Wallpaper 2018 - AJ Styles HD Wallpaper,ART_AND_DESIGN,Low,,,18,3.6,Free,0.0,Everyone,Art & Design,2018-03-22,4.0 and up
AJ Tracey Music and Lyrics,FAMILY,Very low,,,0,2.7,Free,0.0,Teen,Entertainment,2018-06-07,4.0.3 and up
AJ Turquoise Dark Icon Pack,PERSONALIZATION,Very low,,,0,32.0,Paid,0.99,Everyone,Personalization,2018-05-01,4.1 and up
AJ Wallpapers,PERSONALIZATION,Low,,,0,3.9,Free,0.0,Everyone,Personalization,2018-05-06,4.0.3 and up
AJ and Alyssa,LIFESTYLE,Low,,,0,0.46,Free,0.0,Everyone,Lifestyle,2017-06-01,2.3.3 and up
AJ-COMICS,FOOD_AND_DRINK,Very low,,,0,27.0,Free,0.0,Everyone,Food & Drink,2018-07-13,4.4 and up
AJ렌터카 법인 카셰어링,MAPS_AND_NAVIGATION,Very low,,,0,27.0,Free,0.0,Everyone,Maps & Navigation,2018-07-30,4.3 and up
AK 47 Assault Rifle Wallpapers,PERSONALIZATION,Low,,,1,15.0,Free,0.0,Teen,Personalization,2018-02-22,4.1 and up
AK 47 Guns Wallpaper,PERSONALIZATION,More than moderate,,,322,6.8,Free,0.0,Everyone,Personalization,2017-05-29,4.1 and up
AK 47 Live Wallpaper,PERSONALIZATION,More than moderate,,,585,4.4,Free,0.0,Everyone,Personalization,2018-06-20,4.1 and up
AK 47 Lock Screen,PERSONALIZATION,Low,,,5,8.8,Free,0.0,Mature 17+,Personalization,2018-02-11,4.0.3 and up
AK Blackjack,GAME,Low,,,4,7.6,Free,0.0,Teen,Card,2018-07-30,4.1 and up
AK Booster,TOOLS,Moderate,,,71,7.0,Free,0.0,Everyone,Tools,2018-05-02,4.4 and up
AK Interactive,FAMILY,Moderate,,,734,13.0,Free,0.0,Everyone,Entertainment,2018-07-12,4.0 and up
AK Lodi Films,VIDEO_PLAYERS,Low,,,23,2.1,Free,0.0,Everyone,Video Players & Editors,2015-08-11,4.0 and up
AK Math Coach,FAMILY,More than moderate,,,283,18.0,Free,0.0,Everyone,Education,2015-05-19,2.3.3 and up
AK Phone,COMMUNICATION,Moderate,,,9,4.2,Free,0.0,Everyone,Communication,2017-05-29,2.2 and up
AK-47 3D,GAME,Moderate,,,91,24.0,Free,0.0,Everyone,Action,2016-12-25,2.3 and up
AK-47 Assault Rifle,FAMILY,Moderate,,,165,25.0,Free,0.0,Teen,Entertainment,2015-04-26,2.3 and up
AK-47 Assult Rifle: Gun Shooting Simulator Game,GAME,Low,,,1,5.8,Free,0.0,Everyone,Action,2018-05-17,4.0.3 and up
AK-47 Simulation and Info,FAMILY,Low,,,2,18.0,Free,0.0,Everyone,Entertainment,2018-05-05,5.0 and up
AK-47 Sounds,FAMILY,High,,,656,2.9,Free,0.0,Everyone 10+,Entertainment,2016-09-14,2.3.3 and up
AK-47 guns Sounds,FAMILY,Low,,,2,5.1,Free,0.0,Everyone,Entertainment,2018-06-28,4.0 and up
AK-47 sounds,FAMILY,Low,,,7,3.8,Free,0.0,Everyone,Entertainment,2018-06-18,4.0 and up
AK-47: Simulator and Shooting,FAMILY,More than moderate,,,345,14.0,Free,0.0,Everyone 10+,Simulation,2016-11-11,3.0 and up
AK47 Assault Rifle,TOOLS,Moderate,,,54,2.8,Free,0.0,Everyone,Tools,2015-05-02,2.2 and up
AKASO DV,TOOLS,Moderate,,,99,71.0,Free,0.0,Everyone,Tools,2018-07-26,4.0 and up
AL Voice Recorder,PRODUCTIVITY,High,,,4832,2.4,Free,0.0,Everyone,Productivity,2016-11-22,3.0 and up
AL.com,NEWS_AND_MAGAZINES,More than moderate,,,803,8.0,Free,0.0,Everyone 10+,News & Magazines,2018-07-23,4.1 and up
AL.com: Alabama Football News,SPORTS,Moderate,,,459,8.0,Free,0.0,Everyone 10+,Sports,2018-07-23,4.1 and up
ALL-IN-ONE PACKAGE TRACKING,PRODUCTIVITY,High,,,167406,18.0,Free,0.0,Everyone,Productivity,2018-07-23,4.0.3 and up
ALPHA - Artificial Intelligence,FAMILY,Low,,,51,3.2,Free,0.0,Everyone,Entertainment,2018-06-03,4.0 and up
AMBW Dating App: Asian Men Black Women Interracial,DATING,Low,,,2,17.0,Paid,7.99,Mature 17+,Dating,2017-01-21,4.0 and up
AMC,FAMILY,High,,,20843,14.0,Free,0.0,Teen,Entertainment,2018-08-02,4.4 and up
AMC Theatres,ENTERTAINMENT,High,2.306347222222222,0.15634722222222222,44550,72.0,Free,0.0,Everyone,Entertainment,2018-07-18,5.0 and up
AMM Events & CPD,EVENTS,Low,,,5,6.1,Free,0.0,Everyone,Events,2018-08-04,4.3 and up
AND CO,FINANCE,Moderate,,,175,12.0,Free,0.0,Everyone,Finance,2018-08-03,5.0 and up
AO Player,EVENTS,Low,,,9,3.3,Free,0.0,Everyone,Events,2017-12-20,4.4 and up
AO Surgery Reference,MEDICAL,More than moderate,,,2570,3.8,Free,0.0,Everyone,Medical,2017-05-10,4.0 and up
AO-EVENT,BUSINESS,Low,,,0,42.0,Free,0.0,Everyone,Business,2018-05-28,4.1 and up
AO/OTA Fracture Classification,MEDICAL,Moderate,,,25,46.0,Free,0.0,Everyone,Medical,2018-04-17,5.0 and up
AP App for Android™,NEWS_AND_MAGAZINES,Moderate,,,188,9.9,Free,0.0,Everyone,News & Magazines,2016-05-12,4.0 and up
AP Art History Flashcards,FAMILY,Very low,,,1,96.0,Paid,29.99,Mature 17+,Education,2016-01-19,4.0 and up
"AP Biology Prep: Practice Tests, Flashcards",FAMILY,Moderate,,,87,5.4,Free,0.0,Everyone,Education,2018-07-03,4.1 and up
AP Biology Study Guide + Quiz,FAMILY,Moderate,,,105,9.0,Free,0.0,Everyone,Education,2016-03-22,4.1 and up
AP Calculus BC Practice Test,FAMILY,Low,,,4,29.0,Free,0.0,Everyone,Education,2018-01-25,4.4 and up
AP Calculus BC: Practice Tests and Flashcards,FAMILY,Low,,,5,5.4,Free,0.0,Everyone,Education,2018-07-03,4.1 and up
AP Chemistry Prep: Practice Tests and Flashcards,FAMILY,Moderate,,,55,5.4,Free,0.0,Everyone,Education,2018-07-03,4.1 and up
AP ENPS Mobile,PRODUCTIVITY,Moderate,,,22,0.53,Free,0.0,Everyone,Productivity,2016-03-08,4.4 and up
AP English Language: Practice Tests and Flashcards,FAMILY,Moderate,,,19,5.4,Free,0.0,Everyone,Education,2018-07-03,4.1 and up
AP European History: Practice Tests and Flashcards,FAMILY,Low,,,7,5.4,Free,0.0,Everyone,Education,2018-07-03,4.1 and up
AP Flashcards,FAMILY,Moderate,,,88,41.0,Free,0.0,Everyone,Education,2015-08-30,3.1 and up
AP Government Review,FAMILY,Low,,,3,1.5,Paid,2.99,Everyone,Education,2017-03-14,4.0.3 and up
AP Installer,TOOLS,Moderate,,,23,0.28,Free,0.0,Everyone,Tools,2018-07-20,3.2 and up
AP Manager,TOOLS,Moderate,,,177,2.8,Free,0.0,Everyone,Tools,2015-05-04,2.3 and up
AP Math & Computer Science,FAMILY,Moderate,,,37,9.5,Free,0.0,Everyone,Education,2015-07-19,2.3 and up
AP Mobile,FAMILY,Moderate,,,117,13.0,Free,0.0,Everyone,Education,2017-11-21,6.0 and up
AP Mobile - Breaking News,NEWS_AND_MAGAZINES,High,2.402816615419046,0.15281661541904595,76677,4.6,Free,0.0,Everyone 10+,News & Magazines,2017-05-25,4.0 and up
AP Mobile 104,BUSINESS,Low,,,0,14.0,Free,0.0,Everyone,Business,2017-12-13,4.0 and up
AP Physics 1 Prep: Practice Tests and Flashcards,FAMILY,Moderate,,,29,5.3,Free,0.0,Everyone,Education,2018-07-03,4.1 and up
AP Planner,FAMILY,Moderate,,,45,1.3,Free,0.0,Everyone,Education,2015-08-03,2.1 and up
AP Psychology Prep: Practice Tests and Flashcards,FAMILY,More than moderate,,,242,5.4,Free,0.0,Everyone,Education,2018-07-03,4.1 and up
AP Series Solution Pro,FAMILY,no,,,0,7.4,Paid,1.99,Everyone,Education,2017-07-30,4.0 and up
AP Stamps and Registration,BOOKS_AND_REFERENCE,Moderate,,,82,2.7,Free,0.0,Everyone,Books & Reference,2018-03-27,3.0 and up
AP Statistics Prep: Practice Tests and Flashcards,FAMILY,Moderate,,,19,5.4,Free,0.0,Everyone,Education,2018-07-03,4.1 and up
AP Themes for Kustom/KLWP,PERSONALIZATION,Low,,,5,45.0,Paid,1.49,Everyone,Personalization,2017-09-01,4.4 and up
AP World History: Practice Tests and Flashcards,FAMILY,Moderate,,,21,5.4,Free,0.0,Everyone,Education,2018-07-03,4.1 and up
APE Weather ( Live Forecast),WEATHER,Very High,2.381026936026936,0.23102693602693603,20008,9.1,Free,0.0,Everyone,Weather,2018-07-03,5.0 and up
APN Settings,TOOLS,High,,,3743,5.6,Free,0.0,Everyone,Tools,2018-08-03,4.1 and up
APUS Booster - Space Cleaner & Booster,PRODUCTIVITY,Very High,,,1048766,13.0,Free,0.0,Everyone,Productivity,2018-08-03,4.0.3 and up
APUS File Manager (Explorer),TOOLS,Top Notch,,,498894,10.0,Free,0.0,Everyone,Tools,2018-08-02,4.0.3 and up
"APUS Launcher - Theme, Wallpaper, Hide Apps",PERSONALIZATION,Top Notch,2.4879516129032258,0.2379516129032258,5783441,14.0,Free,0.0,Everyone,Personalization,2018-08-06,4.0.3 and up
AP® Guide,FAMILY,Low,,,3,2.1,Free,0.0,Everyone,Education,2017-07-31,4.0.3 and up
AQ Aspergers Test,MEDICAL,Moderate,,,265,0.7,Free,0.0,Everyone,Medical,2015-10-14,2.3.3 and up
AQ Coach,SPORTS,Very low,,,0,28.0,Free,0.0,Everyone,Sports,2018-05-25,4.4 and up
AQ Dentals,HEALTH_AND_FITNESS,Very low,,,0,12.0,Free,0.0,Everyone,Health & Fitness,2017-12-22,4.1 and up
AQ Guards,PRODUCTIVITY,Very low,,,0,3.2,Free,0.0,Everyone,Productivity,2018-07-06,4.4 and up
AQ Math Facts,FAMILY,Very low,,,1,16.0,Paid,2.99,Everyone,Educational,2017-05-17,4.0 and up
AQ Ria Retail,FAMILY,Low,,,4,52.0,Free,0.0,Everyone,Education,2018-04-03,4.1 and up
AQ SMS Notify,TOOLS,Very low,,,0,2.3,Free,0.0,Everyone,Tools,2018-04-12,4.1 and up
AQ Service,BUSINESS,Very low,,,4,17.0,Free,0.0,Everyone,Business,2017-08-28,4.4 and up
AQ wisdom +,TOOLS,Low,,,0,35.0,Free,0.0,Everyone,Tools,2018-03-15,4.0.3 and up
AR Remote Car,FAMILY,More than moderate,,,1354,30.0,Free,0.0,Everyone,Simulation,2017-08-12,4.0 and up
AR Sport Cars,FAMILY,Moderate,,,284,70.0,Free,0.0,Everyone,Simulation,2017-06-10,4.1 and up
AR Tank Battle,GAME,Moderate,,,153,67.0,Free,0.0,Everyone,Action,2016-12-31,4.0 and up
AR Toybox - Augmented Reality Demos,FAMILY,Low,,,20,36.0,Free,0.0,Everyone,Simulation,2017-08-17,4.1 and up
ARK: Survival Evolved,GAME,High,,,51523,36.0,Free,0.0,Teen,Adventure,2018-08-02,7.0 and up
ARY NEWS,NEWS_AND_MAGAZINES,High,2.357793617998164,0.15779361799816344,2959,9.8,Free,0.0,Everyone,News & Magazines,2018-08-04,4.1 and up
ARY NEWS URDU,NEWS_AND_MAGAZINES,High,2.37669685828877,0.17669685828877008,1071,9.7,Free,0.0,Everyone,News & Magazines,2018-07-25,4.1 and up
"ARuler - AR Ruler app, Measure tools",TOOLS,More than moderate,,,1602,5.0,Free,0.0,Everyone,Tools,2018-08-03,7.0 and up
"AS - Diario online deportivo. Fútbol, motor y más",NEWS_AND_MAGAZINES,Low,,,0,6.0,Free,0.0,Everyone,News & Magazines,2018-06-24,4.1 and up
AS - News and sports results.,SPORTS,High,,,20879,22.0,Free,0.0,Everyone,Sports,2018-06-09,4.1 and up
AS Guía de las Ligas 2017-2018,SPORTS,More than moderate,,,4374,53.0,Free,0.0,Everyone,Sports,2017-09-14,4.1 and up
ASCCP Mobile,MEDICAL,Moderate,,,63,25.0,Paid,9.99,Everyone,Medical,2016-10-03,2.2 and up
ASCP® CG Exam Flashcards 2018,FAMILY,Low,,,0,4.1,Free,0.0,Everyone,Education,2017-06-13,4.3 and up
ASOS,SHOPPING,Very High,2.5623558952621455,0.21235589526214527,181823,22.0,Free,0.0,Everyone,Shopping,2018-07-30,4.4 and up
ASRA Coags,MEDICAL,Low,,,15,5.8,Paid,3.99,Everyone,Medical,2018-08-01,4.1 and up
ASUS Cover for ZenFone 2,PERSONALIZATION,Very High,2.311527777777778,0.11152777777777778,43960,9.8,Free,0.0,Everyone,Personalization,2017-12-01,5.0 and up
ASUS Quick Memo,PRODUCTIVITY,Very High,2.3254166666666665,0.07541666666666667,23089,1.6,Free,0.0,Everyone,Productivity,2018-04-11,5.0 - 8.0
AT&T Call Protect,COMMUNICATION,Very High,,,6454,15.0,Free,0.0,Everyone,Communication,2018-05-03,5.0 and up
AT&T DriveMode,MAPS_AND_NAVIGATION,Very High,,,8465,8.9,Free,0.0,Everyone,Maps & Navigation,2018-05-03,4.1 and up
AT&T FamilyMap®,TOOLS,Very High,,,21592,25.0,Free,0.0,Everyone,Tools,2017-10-24,4.0.3 and up
AT&T Mobile Transfer,PRODUCTIVITY,Very High,,,22775,26.0,Free,0.0,Everyone,Productivity,2018-07-31,4.4 and up
"AT&T Navigator: Maps, Traffic",TRAVEL_AND_LOCAL,Very High,1.9038271103340763,0.10382711033407617,32862,14.0,Free,0.0,Everyone,Travel & Local,2016-12-06,4.1 and up
AT&T Smart Wi-Fi,TOOLS,Very High,2.0934376151626153,0.14343761516261516,18513,6.1,Free,0.0,Everyone,Tools,2018-04-26,4.1 and up
AT&T THANKS®,FAMILY,High,,,2445,34.0,Free,0.0,Everyone,Entertainment,2018-07-11,5.0 and up
AT&T U-verse,FAMILY,High,,,38606,96.0,Free,0.0,Everyone,Entertainment,2018-06-13,4.1 and up
ATC Unico BS,COMMUNICATION,Low,,,10,5.3,Free,0.0,Everyone,Communication,2015-10-16,4.1 and up
ATI Cargoes and Transportation,BUSINESS,More than moderate,,,4162,7.5,Free,0.0,Everyone,Business,2018-07-24,4.0.3 and up
AU Call Blocker - Block Unwanted Calls Texts 2018,COMMUNICATION,Low,,,16,3.3,Free,0.0,Everyone,Communication,2018-04-24,4.1 and up
AU Mobile Indonesia,GAME,High,,,16521,23.0,Free,0.0,Everyone,Music,2018-05-09,2.3 and up
AU Results - AU COE Corner,FAMILY,More than moderate,,,664,2.1,Free,0.0,Everyone,Education,2017-12-14,4.1 and up
AU Results 2017 Auzone,FAMILY,More than moderate,,,762,4.1,Free,0.0,Everyone,Education,2017-02-01,4.0 and up
AU Spark,FAMILY,Moderate,,,681,8.2,Free,0.0,Everyone,Education,2018-08-01,4.4 and up
AU Students Zone (Result 2016),FAMILY,Moderate,,,97,3.9,Free,0.0,Everyone,Education,2016-07-01,4.0 and up
AV Anthony's,FOOD_AND_DRINK,Low,,,0,10.0,Free,0.0,Everyone,Food & Drink,2018-07-11,6.0 and up
AV Buddy Free,FAMILY,Moderate,,,25,47.0,Free,0.0,Everyone,Education,2017-03-08,4.1 and up
AV HD Video Player,FAMILY,Low,,,6,23.0,Free,0.0,Everyone,Entertainment,2018-01-19,4.4 and up
AV High School District,FAMILY,Moderate,,,91,25.0,Free,0.0,Everyone,Education,2018-04-05,4.1 and up
AV MAX,LIFESTYLE,Low,,,9,8.7,Free,0.0,Everyone,Lifestyle,2018-07-18,4.1 and up
AV Phone,COMMUNICATION,Low,,,4,3.7,Free,0.0,Everyone,Communication,2018-07-09,5.1 and up
AV Phonetics,FAMILY,Moderate,,,259,49.0,Free,0.0,Everyone,Education,2017-02-22,4.0 and up
AV Pro Voice Changer,FAMILY,More than moderate,,,174,5.6,Free,0.0,Everyone,Entertainment,2016-06-29,4.0 and up
AV-IPTV,VIDEO_PLAYERS,Low,,,43,44.0,Free,0.0,Everyone,Video Players & Editors,2018-04-27,4.1 and up
"AVG Cleaner – Speed, Battery & Memory Booster",PRODUCTIVITY,Very High,2.3985889569161,0.1985889569160998,1188154,24.0,Free,0.0,Everyone,Productivity,2018-06-14,4.1 and up
AW Browser with Chrome Custom Tabs,TOOLS,Low,,,9,4.7,Free,0.0,Everyone,Tools,2018-05-17,6.0 and up
AW CAMERA,TOOLS,Low,,,2,24.0,Free,0.0,Everyone,Tools,2018-01-30,2.3 and up
AW Connect,FAMILY,Very low,,,0,26.0,Free,0.0,Everyone,Education,2018-06-26,4.0.3 and up
AW Radio,FAMILY,Low,,,1,1.7,Free,0.0,Teen,Entertainment,2015-06-24,2.2 and up
AW Screen Recorder No Root,VIDEO_PLAYERS,More than moderate,,,1659,3.7,Free,0.0,Everyone,Video Players & Editors,2017-07-06,5.0 and up
AW TeamUp,NEWS_AND_MAGAZINES,Low,,,9,17.0,Free,0.0,Everyone,News & Magazines,2018-06-04,4.1 and up
AW Toolbox,BUSINESS,Low,,,3,13.0,Paid,19.9,Everyone,Business,2016-12-22,4.0 and up
AW Tozer Devotionals - Daily,BOOKS_AND_REFERENCE,Moderate,,,8,3.9,Free,0.0,Everyone,Books & Reference,2016-10-07,2.3 and up
AW Training,FAMILY,Low,,,11,17.0,Free,0.0,Everyone,Education,2018-07-05,4.0.3 and up
AX Battery Saver,FINANCE,More than moderate,,,4546,3.0,Free,0.0,Everyone,Finance,2018-02-08,4.0 and up
AX Player -Nougat Video Player,VIDEO_PLAYERS,High,,,15765,10.0,Free,0.0,Everyone,Video Players & Editors,2014-09-12,2.2 and up
AX Selfie,LIFESTYLE,Low,,,10,3.4,Free,0.0,Everyone,Lifestyle,2015-08-31,4.0 and up
AX Timesheets App for Dynamics,BUSINESS,Very low,,,0,9.0,Free,0.0,Everyone,Business,2018-02-15,4.4 and up
AX Video Player,VIDEO_PLAYERS,More than moderate,,,569,2.6,Free,0.0,Everyone,Video Players & Editors,2015-11-11,3.0 and up
AX Watch for WatchMaker,PERSONALIZATION,Very low,,,2,0.23,Paid,0.99,Everyone,Personalization,2017-08-18,2.3 and up
AX Window,TOOLS,Very low,,,0,19.0,Free,0.0,Everyone,Tools,2017-10-10,4.3 and up
AX!OM,LIFESTYLE,Low,,,5,28.0,Free,0.0,Everyone,Lifestyle,2017-02-16,4.1 and up
AXE.IO - Brutal Survival Battleground,GAME,High,,,3845,76.0,Free,0.0,Everyone 10+,Arcade,2018-08-03,4.1 and up
AY EMLAK,BUSINESS,Very low,,,8,1.2,Free,0.0,Teen,Business,2018-07-11,4.0.3 and up
AY Oakmont,HEALTH_AND_FITNESS,Very low,,,0,11.0,Free,0.0,Everyone,Health & Fitness,2018-07-09,4.1 and up
"AY Recorder - Screen Recorder, Live, Video Editor",TOOLS,Low,,,12,3.8,Free,0.0,Everyone,Tools,2017-05-15,5.0 and up
AY Recruitment,BUSINESS,Very low,,,1,4.0,Free,0.0,Everyone,Business,2018-05-22,4.4 and up
AY Sing,BOOKS_AND_REFERENCE,Moderate,,,111,10.0,Free,0.0,Everyone,Books & Reference,2018-05-21,4.1 and up
AZ Browser. Private & Download,COMMUNICATION,More than moderate,,,1520,5.2,Free,0.0,Everyone,Communication,2016-12-31,4.4 and up
AZ Camera - Manual Pro Cam,PHOTOGRAPHY,More than moderate,,,2332,1.6,Free,0.0,Everyone,Photography,2015-08-28,5.0 and up
AZ Immune Related AEManagement,MEDICAL,Low,,,3,7.3,Free,0.0,Everyone,Medical,2018-05-24,3.2 and up
AZ Lottery Players Club,FAMILY,Moderate,,,97,8.9,Free,0.0,Everyone,Entertainment,2018-07-09,4.0.3 and up
AZ Mobile Gizmo,BUSINESS,Low,,,16,3.7,Free,0.0,Everyone,Business,2018-04-02,4.2 and up
AZ PLAYER HD,TOOLS,Moderate,,,24,4.7,Free,0.0,Everyone,Tools,2016-04-11,2.2 and up
AZ Plugin 2 (newest),LIBRARIES_AND_DEMO,High,,,11087,34.0,Free,0.0,Everyone,Libraries & Demo,2017-03-16,5.0 and up
AZ Practice Test & Questions,FAMILY,Low,,,13,3.4,Free,0.0,Everyone,Education,2017-03-23,2.3.3 and up
AZ REMOTE CONTROL,TOOLS,More than moderate,,,149,2.8,Free,0.0,Everyone,Tools,2016-03-28,3.2 and up
AZ Rockets,GAME,Moderate,,,162,37.0,Free,0.0,Everyone,Arcade,2018-05-25,4.1 and up
AZ Screen Recorder pro,TOOLS,Moderate,,,60,3.7,Free,0.0,Everyone,Tools,2018-03-19,5.0 and up
Aab e Hayat Full Novel,BOOKS_AND_REFERENCE,More than moderate,,,1476,41.0,Free,0.0,Everyone,Books & Reference,2017-02-21,3.0 and up
Aaj Bangla: ei samay er khobor,NEWS_AND_MAGAZINES,Low,,,34,3.8,Free,0.0,Everyone,News & Magazines,2017-01-15,2.3 and up
Ab Workouts,HEALTH_AND_FITNESS,High,,,27501,7.0,Free,0.0,Everyone,Health & Fitness,2018-01-05,4.0 and up
Ab Workouts - Ab Generator,HEALTH_AND_FITNESS,Low,,,21,3.8,Free,0.0,Everyone,Health & Fitness,2016-12-31,4.1 and up
Abdominal CT Sectional Walker,MEDICAL,Low,,,2,23.0,Paid,9.99,Everyone,Medical,2016-07-08,4.0 and up
Ability DS UNO,PRODUCTIVITY,Low,,,3,2.3,Paid,2.6,Everyone,Productivity,2014-05-19,1.5 and up
Abs Training-Burn belly fat,HEALTH_AND_FITNESS,More than moderate,2.5046074642588314,0.15460746425883143,2071,6.9,Free,0.0,Everyone,Health & Fitness,2018-07-24,4.1 and up
Abs Workout - 30 Days Fitness App for Six Pack Abs,HEALTH_AND_FITNESS,More than moderate,,,299,11.0,Free,0.0,Everyone,Health & Fitness,2018-08-03,4.4 and up
Abs Workout - Burn Belly Fat with No Equipment,HEALTH_AND_FITNESS,Very High,,,69279,10.0,Free,0.0,Everyone,Health & Fitness,2018-07-23,4.2 and up
Abs workout - 21 Day Fitness Challenge,HEALTH_AND_FITNESS,High,,,18604,15.0,Free,0.0,Everyone,Health & Fitness,2018-05-02,4.1 and up
"Abs, Core & Back Workout Challenge",HEALTH_AND_FITNESS,More than moderate,,,3908,33.0,Free,0.0,Everyone,Health & Fitness,2018-07-09,4.1 and up
Absolute RC Heli Simulator,SPORTS,Moderate,,,654,50.0,Paid,4.99,Everyone,Sports,2017-12-20,4.1 and up
Ac remote control,TOOLS,More than moderate,,,822,5.0,Free,0.0,Everyone,Tools,2017-02-27,2.3 and up
AcDisplay,PERSONALIZATION,High,,,66473,3.0,Free,0.0,Everyone,Personalization,2015-07-30,4.1 and up
Access Point Browser,TOOLS,Low,,,25,2.5,Free,0.0,Everyone,Tools,2017-09-22,4.3 and up
Access Point Finder,LIFESTYLE,Moderate,,,22,2.5,Free,0.0,Everyone,Lifestyle,2016-09-06,3.0 and up
Access Point Names,COMMUNICATION,Moderate,,,138,2.4,Free,0.0,Everyone,Communication,2014-08-12,2.3.3 and up
Access Point Proximity,TOOLS,Low,,,5,2.3,Free,0.0,Everyone,Tools,2018-06-28,5.0 and up
Account Class-11 Solutions (D K Goel),FAMILY,More than moderate,,,663,25.0,Free,0.0,Everyone,Education,2018-02-09,3.0 and up
